Add To New Account Master,EOL Tag,Model Tag,Insights Tag,BIS Tag,Internal Enrichment Tag,External Enrichment Tag,Segmentation Tag,Segment Bucketing,ExternalColumnID,Source,SourceColumnName,Description,DataType,Display Name,Category,SubCategory,StatisticalType,DisplayDiscretizationStrategy,FundamentalType
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_MidrangeComputers,HGData_Pivoted_Source,,"Number of Midrange Computers found behind firewall. Eg. IBM, HP",INT,Midrange Computers,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,N,N,N,N,N,N,N,ExperianCreditRating,Experian,,"Credit score of 1-7, with lower values indicating better credit",NVARCHAR(1),Credit Rating,FIRMOGRAPHICS,Other,INTERVAL,,NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_MobileEnterpriseManagement,HGData_Pivoted_Source,,"Number of Mobile Enterprise Management Technologies found behind firewall. Eg. Airwatch, MobileIron, Good Technology",INT,Mobile Enterprise Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_MobileTechnologies,HGData_Pivoted_Source,,"Number of Mobile Technologies found behind firewall. Eg. Apple iPhone, WindRiver, Adobe PhoneGap",INT,Mobile Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_NetworkComputing_One,HGData_Pivoted_Source,,"Number of Network Computing Technologies found behind firewall. Eg. MiddleWare, Workflow Management,, Electronic Data Interchange",INT,"Network Computing Tech, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_NetworkComputing_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Network Computing Technologies, but have a different primary usage.",INT,"Network Computing Tech, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_NetworkManagementHardware,HGData_Pivoted_Source,,"Number of Hardware Network Management Technologies found behind firewall. Eg. Cisco Routers, F5 Networks, Riverbed Technologies",INT,Hardware Network Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_NetworkManagementSoftware,HGData_Pivoted_Source,,"Number of Network Management (Software) Technologies found behind firewall. Eg. Novell, EMC, SolarWinds",INT,Network Management (Software) Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,Y,N,N,N,N,N,N,HPA_Source_IsMatched,N/A,,Internal Source Match Attribute HPA Source,BIT,Internal Source Match Attribute HPA Source,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_NewTechnologyDetected,HGData_Pivoted_Source,,List of newly identified technologies within the last 180 days.,NVARCHAR(MAX),New Tech Identified,TECHNOLOGY_PROFILE,Other,NOMINAL,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",ALPHA
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_OSComputingLanguages,HGData_Pivoted_Source,,"Number of OS & Computing Technologies found behind firewall. Eg. Java, Linux, Unix",INT,OS & Computing Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_OVP,HGData_Pivoted_Source,,"Number of Online Video Platform Technologies found behind firewall. Eg. Camtasia, Crestron, Brightcove",INT,Online Video Platform Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_PaaS,HGData_Pivoted_Source,,"Number of Platform As A Service Technologies found behind firewall. Eg. Azure, Force.com, Google App Engine",INT,Platform As A Service Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,Y,N,N,N,N,N,N,ExperianParent_Source_IsMatched,N/A,,Internal Source Match Attribute Experian Parent,BIT,Internal Source Match Attribute Experian Parent,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_PartnerManagement,HGData_Pivoted_Source,,"Number of Partner Management Technologies found behind firewall. Eg. Model N, Tibco BusinessConnect, Apttus",INT,Partner Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_Philanthropic,HGData_Pivoted_Source,,"Number of Philanthropic Technologies found behind firewall. Eg. Abila, Sage Nonprofit, Talisma",INT,Philanthropic Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_PLM,HGData_Pivoted_Source,,"Number of Product Lifecycle Technologies found behind firewall. Eg. Siemens Simatic, HP Application Lifecycle, PLM Windchill",INT,Product Lifecycle Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_PPM,HGData_Pivoted_Source,,"Number of Project Portfolio Technologies found behind firewall. Eg. Primavera, Autodesk Navisworks, Rally Software",INT,Project Portfolio Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_Printers,HGData_Pivoted_Source,,"Number of Printers, Peripherals Technologies found behind firewall. Eg. Xerox, Epson, Lexmark",INT,"Printers, Peripherals Tech",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_Procurement,HGData_Pivoted_Source,,"Number of Procurement Technologies found behind firewall. Eg. Ariba Procurement, Peoplesoft Purchasing",INT,Procurement Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,N,N,N,HPAEmailSuffix,HPA_New_Pivoted_Source,Email_Suffix,Company email suffix,NVARCHAR(500),Email Suffix Domain,FIRMOGRAPHICS,Other,,,EMAIL
N,,,N,N,N,N,N,N,HPAExecutionFull,HPA_New_Pivoted_Source,,Amount in seconds of time to process home page attribute data.,INT,Home Page Indicator,FIRMOGRAPHICS,Other,,,ALPHA
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ProductivitySltns_One,HGData_Pivoted_Source,,"Number of Productivity Technologies found behind firewall. Eg. Collaboration, Design & Publishing, Enterprise Learning,, Work Stream Management",INT,"Productivity Tech, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_ProductivitySltns_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Productivity Technologies, but have a different primary usage.",INT,"Productivity Tech, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_ProductivitySolutions,HGData_Pivoted_Source,,"Number of Productivity Solutions & Technologies found behind firewall. Eg. Microsoft Office, Corel, Google Docs",INT,Productivity Solutions & Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_ProjectManagement,HGData_Pivoted_Source,,"Number of Project Management Technology found behind firewall. Eg. Basecamp, IBM Rational, SAP Project",INT,Project Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ProjectMgnt_One,HGData_Pivoted_Source,,"Number of Project Management Technologies found behind firewall. Eg. Product Portofolio Management, Project Management",INT,"Project Management Tech, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_ProjectMgnt_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Project Management Technologies, but have a different primary usage.",INT,"Project Management Tech, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_QualityManagementSystem,HGData_Pivoted_Source,,"Number of Quality Management Technologies found behind firewall. Eg. Selenium, HP Quality Center, Apache JMeter",INT,Quality Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_RealEstate,HGData_Pivoted_Source,,"Number of Real Estate Technologies found behind firewall. Eg. Yardi, Real Page, Micros Opera",INT,Real Estate Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_RemoteComputerServerSolutions,HGData_Pivoted_Source,,"Number of Remote Computer & Server Technologies found behind firewall. Eg. PC Anywhere, Bomgar, Teamviewer",INT,Remote Computer & Server Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ReportingSoftware,HGData_Pivoted_Source,,"Number of Reporting Software Technologies found behind firewall. Eg. Chrystal reports, SQL Server Reports, SRS ReportSmith",INT,Reporting Software Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,N,N,N,N,N,N,N,ModelAction,Experian,,"Credit risk level, from Low to High",NVARCHAR(30),Credit Risk Level,FIRMOGRAPHICS,Other,NOMINAL,,ALPHA
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_Retail,HGData_Pivoted_Source,,"Number of Retail Technologies found behind firewall. Eg. MICROS, NCR Retail, Retail Pro",INT,Retail Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SCM,HGData_Pivoted_Source,,"Number of Software Configuration Technologies found behind firewall. Eg. Bugzilla, Perforce, Microsoft SourceSafe",INT,Software Configuration Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SearchEngine,HGData_Pivoted_Source,,"Number of Search Engine Technologies found behind firewall. Eg. Google, Apache Lucene, Factiva",INT,Search Engine Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ServerTechnologiesHardware,HGData_Pivoted_Source,,"Number of Hardware Server Technologies found behind firewall. Eg. HP Servers, Sun Servers, IBM Servers",INT,Hardware Server Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ServerTechnologiesSoftware,HGData_Pivoted_Source,,"Number of Software Server Technologies found behind firewall. Eg. Apache, Windows Server 2008, VMWare vSphere",INT,Software Server Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ServiceFieldSupportManagement,HGData_Pivoted_Source,,"Number of Service & Field Support Technologies found behind firewall. Eg. Trimble, XRS Corp, Qualcomm Fleet Management",INT,Service & Field Support Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SIEM,HGData_Pivoted_Source,,"Number of Security Information & Event Technologies found behind firewall. Eg. Tenable Network Security, Splunk, NetIQ",INT,Security Information & Event Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SocialMediaSystems,HGData_Pivoted_Source,,"Number of Social Media Management Technologies found behind firewall. Eg. Hootsuite, Radian6, Telligent",INT,Social Media Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_SoftwareBasic_One,HGData_Pivoted_Source,,Number of Software Technologies found behind firewall,INT,"Software Tech, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_SoftwareBasic_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Software Technologies, but have a different primary usage.",INT,"Software Tech, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_SoftwareOther,HGData_Pivoted_Source,,"Number of Software (Other) Technologies found behind firewall. Eg. RedHat, SurveyMonkey, Xilinx",INT,Software (Other) Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SRM,HGData_Pivoted_Source,,"Number of Supplier Relationship Technologies found behind firewall. Eg. SAP Procurement, Oracle Procurement, Lawson Procurement",INT,Supplier Relationship Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SustainabilityGreenEnterprise,HGData_Pivoted_Source,,"Number of Sustainability & Green Technologies found behind firewall. Eg. Medgate, Enablon, Enviance",INT,Sustainability & Green Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SystemAnalyticsMonitoring,HGData_Pivoted_Source,,"Number of System Analytics Technologies found behind firewall. Eg. IBM SPSS, SQL Server Analysis, Webtrends",INT,System Analytics Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_SystemSecurityServices,HGData_Pivoted_Source,,"Number of System Security Technologies found behind firewall. Eg. Symantec, McAfee, Cisco Adaptive Security",INT,System Security Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_Telephony,HGData_Pivoted_Source,,"Number of Telephony Technologies found behind firewall. Eg. Shoretel, Nortel Meridian, Alcatel Lucent",INT,Telephony Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_TravelandExpenseManagement,HGData_Pivoted_Source,,"Number of Travel & Expense Technologies found behind firewall. Eg. Concur, Replicon, Expensify",INT,Travel & Expense Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_VerticalMarkets_One,HGData_Pivoted_Source,,Number of Industry-Specific Technologies found behind firewall,INT,"Industry-Specific Tech, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_VerticalMarkets_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Industry-Specific Technologies, but have a different primary usage.",INT,"Industry-Specific Tech, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_VirtualizationAppDesktop,HGData_Pivoted_Source,,"Number of Virtualization Application Technologies found behind firewall. Eg. Citrix XenApp, Attachmate, VMware View",INT,Virtualization Application Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_VirtualizationPlatformMgmt,HGData_Pivoted_Source,,"Number of Virtualization Platform Technologies found behind firewall. Eg. VMWare vCenter, NetApp ONTAP",INT,Virtualization Platform Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_VirtualizationServerDataCenter,HGData_Pivoted_Source,,"Number of Virtual Server & Data Center Technologies found behind firewall. Eg. VMWare VSphere, DameWare, Oracle VM",INT,Virtual Server & Data Center Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_VisualizationSoftware,HGData_Pivoted_Source,,"Number of Visualization Technologies found behind firewall.Eg. PowerPoint, Autodesk AutoCAD, Adobe Creative",INT,Visualization Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_WCMS,HGData_Pivoted_Source,,"Number of Web Content Management Systems found behind firewall. Eg. SharePoint, Dreamweaver, WordPress",INT,Web Content Management Systems,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_WebOrntdArch_One,HGData_Pivoted_Source,,"Number of Web-Oriented Architecture Tools found behind firewall. Eg. Virtualization, Infrastructure Management, Remote Server Solutions, Portal Management",INT,"Web-Oriented Architecture Tools, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_WebOrntdArch_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Web-Oriented Architecture Tools, but have a different primary usage.",INT,"Web-Oriented Architecture Tools, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_WebPortalTechnology,HGData_Pivoted_Source,,"Number of Web & Portal Technologies found behind firewall. Eg. Ruby on Rails, Websense, Oracle WebCenter",INT,Web & Portal Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,,N,N,N,N,N,N,Compete_IsMatched,N/A,,Internal Source Match Attribute Compete,BIT,Internal Source Match Attribute Compete,FIRMOGRAPHICS,Other,,,BOOLEAN
N,,,N,N,N,N,N,N,CompeteDate,Compete,,90 Days prior to current available verification date for Compete data,NVARCHAR(200),90 Days Prioir Compete Verification Date,ONLINE_PRESENCE,Other,NOMINAL,,ALPHA
N,,,N,N,N,N,N,N,CompeteDate2,Compete,,60 Days prior to current available verification date for Compete data,NVARCHAR(200),60 Days Prior Compete Verification Date,ONLINE_PRESENCE,Other,NOMINAL,,ALPHA
N,,,N,N,N,N,N,N,CompeteDate3,Compete,,Prior month verification date for Compete data,NVARCHAR(200),Prior Month Compete Verification Date,ONLINE_PRESENCE,Other,NOMINAL,,ALPHA
N,,,N,N,N,N,N,N,CompeteUniqueVisitors,Compete,,90 Days prior unique visitors in a month to a given website,NVARCHAR(200),90 Days Prior Compete Unique Visitors,ONLINE_PRESENCE,Other,RATIO,,NUMERIC
N,,,N,N,N,N,N,N,CompeteUniqueVisitors2,Compete,,60 Days prior unique visitors in a month to a given website,NVARCHAR(200),60 Days Prior Compete Unique Visitors,ONLINE_PRESENCE,Other,RATIO,,NUMERIC
N,,,N,N,N,N,N,N,CompeteUniqueVisitors3,Compete,,Prior month unique visitors in a month to a given website,NVARCHAR(200),Prior Month Compete Unique Visitors,ONLINE_PRESENCE,Other,RATIO,,NUMERIC
N,,,N,N,N,N,N,N,ConsolidatedIndustry,Orb,,High level industry category for the company,NVARCHAR(200),High Level Industry,FIRMOGRAPHICS,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,ContentDeliveryNetworksTopAttributes,BuiltWith_Pivoted_Source,,A popular Content Delivery Network is detected in use,NVARCHAR(500),Has Top CDN Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
Y,N,Y,N,N,N,Y,Y,N,ContentManagementSystemsTopAttributes,BuiltWith_Pivoted_Source,,A popular Content Management System is detected in use,NVARCHAR(500),Has Top CMS Tech,WEBSITE_PROFILE,Other,NOMINAL,,ALPHA
