Add To New Account Master,EOL Tag,Model Tag,Insights Tag,BIS Tag,Internal Enrichment Tag,External Enrichment Tag,Segmentation Tag,Segment Bucketing,ExternalColumnID,Source,SourceColumnName,Description,DataType,Display Name,Category,SubCategory,StatisticalType,DisplayDiscretizationStrategy,FundamentalType
Y,N,N,N,N,N,Y,N,N,Bmbr30_DataCenterManagement_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_DataCenterManagement_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Data Center Management,FLOAT,Data Center Mgmt. Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_DocumentManagement_Total,MadisonLogic_30Day_Aggregated,ML_30Day_DocumentManagement_Total,The intent activity during the month on Document Management,INT,Document Mgmt. Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_DocumentManagement_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_DocumentManagement_Total_PctChange,Changes during the last 30 days in intent activity on Document Management,FLOAT,Document Mgmt. Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_DocumentManagement_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_DocumentManagement_UniqueUsers,Number of users per month showing intent activity on Document Management,BIGINT,Document Mgmt. Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_DocumentManagement_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_DocumentManagement_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Document Management,FLOAT,Document Mgmt. Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_eCommerce_Total,MadisonLogic_30Day_Aggregated,ML_30Day_eCommerce_Total,The intent activity during the month on eCommerce,INT,eCommerce Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_eCommerce_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_eCommerce_Total_PctChange,Changes during the last 30 days in intent activity on eCommerce,FLOAT,eCommerce Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_eCommerce_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_eCommerce_UniqueUsers,Number of users per month showing intent activity on eCommerce,BIGINT,eCommerce Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_eCommerce_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_eCommerce_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on eCommerce,FLOAT,eCommerce Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_EmergingTech_Total,MadisonLogic_30Day_Aggregated,ML_30Day_EmergingTech_Total,The intent activity during the month on Emerging Tech,INT,Emerging Tech Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_EmergingTech_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_EmergingTech_Total_PctChange,Changes during the last 30 days in intent activity on Emerging Tech,FLOAT,Emerging Tech Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_EmergingTech_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_EmergingTech_UniqueUsers,Number of users per month showing intent activity on Emerging Tech,BIGINT,Emerging Tech Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_EmergingTech_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_EmergingTech_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Emerging Tech,FLOAT,Emerging Tech Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_EnergyConstructionMa_Total,MadisonLogic_30Day_Aggregated,ML_30Day_EnergyConstructionManufacturing_Total,The intent activity during the month on Energy Const. and Mfg.,INT,Energy Const. & Mfg. Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_EnergyConstructionMa_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_EnergyConstructionManufacturing_Total_PctChange,Changes during the last 30 days in intent activity on Energy Const. and Mfg.,FLOAT,Energy Const. & Mfg. Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_EnergyConstructionMa_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_EnergyConstructionManufacturing_UniqueUsers,Number of users per month showing intent activity on Energy Const. and Mfg.,BIGINT,Energy Const. & Mfg. Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_EnergyConstructionMa_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_EnergyConstructionManufacturing_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Energy Const. and Mfg.,FLOAT,Energy Const. & Mfg. Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Enterprise_Total,MadisonLogic_30Day_Aggregated,ML_30Day_Enterprise_Total,The intent activity during the month on Enterprise,INT,Enterprise Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Enterprise_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Enterprise_Total_PctChange,Changes during the last 30 days in intent activity on Enterprise,FLOAT,Enterprise Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Enterprise_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_Enterprise_UniqueUsers,Number of users per month showing intent activity on Enterprise,BIGINT,Enterprise Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Enterprise_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Enterprise_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Enterprise,FLOAT,Enterprise Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Finance_Total,MadisonLogic_30Day_Aggregated,ML_30Day_Finance_Total,The intent activity during the month on Finance,INT,Finance Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Finance_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Finance_Total_PctChange,Changes during the last 30 days in intent activity on Finance,FLOAT,Finance Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Finance_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_Finance_UniqueUsers,Number of users per month showing intent activity on Finance,BIGINT,Finance Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Finance_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Finance_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Finance,FLOAT,Finance Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_FinanceIT_Total,MadisonLogic_30Day_Aggregated,ML_30Day_FinanceIT_Total,The intent activity during the month on Finance IT,INT,Finance IT Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_FinanceIT_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_FinanceIT_Total_PctChange,Changes during the last 30 days in intent activity on Finance IT,FLOAT,Finance IT Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_FinanceIT_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_FinanceIT_UniqueUsers,Number of users per month showing intent activity on Finance IT,BIGINT,Finance IT Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_FinanceIT_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_FinanceIT_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Finance IT,FLOAT,Finance IT Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Fortune500_Total,MadisonLogic_30Day_Aggregated,ML_30Day_Fortune500_Total,The intent activity during the month on Fortune 500,INT,Fortune 500 Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Fortune500_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Fortune500_Total_PctChange,Changes during the last 30 days in intent activity on Fortune 500,FLOAT,Fortune 500 Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Fortune500_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_Fortune500_UniqueUsers,Number of users per month showing intent activity on Fortune 500,BIGINT,Fortune 500 Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Fortune500_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Fortune500_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Fortune 500,FLOAT,Fortune 500 Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_GeneralBusiness_Total,MadisonLogic_30Day_Aggregated,ML_30Day_GeneralBusiness_Total,The intent activity during the month on General Business,INT,General Business Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_GeneralBusiness_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_GeneralBusiness_Total_PctChange,Changes during the last 30 days in intent activity on General Business,FLOAT,General Business Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_GeneralBusiness_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_GeneralBusiness_UniqueUsers,Number of users per month showing intent activity on General Business,BIGINT,General Business Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_GeneralBusiness_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_GeneralBusiness_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on General Business,FLOAT,General Business Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Government_Total,MadisonLogic_30Day_Aggregated,ML_30Day_Government_Total,The intent activity during the month on Government,INT,Government Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Government_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Government_Total_PctChange,Changes during the last 30 days in intent activity on Government,FLOAT,Government Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Government_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_Government_UniqueUsers,Number of users per month showing intent activity on Government,BIGINT,Government Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Government_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Government_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Government,FLOAT,Government Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HardwareITManagement_Total,MadisonLogic_30Day_Aggregated,ML_30Day_HardwareITManagement_Total,The intent activity during the month on Hardware IT,INT,Hardware IT Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HardwareITManagement_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HardwareITManagement_Total_PctChange,Changes during the last 30 days in intent activity on Hardware IT,FLOAT,Hardware IT Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HardwareITManagement_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_HardwareITManagement_UniqueUsers,Number of users per month showing intent activity on Hardware IT,BIGINT,Hardware IT Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HardwareITManagement_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HardwareITManagement_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Hardware IT,FLOAT,Hardware IT Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Healthcare_Total,MadisonLogic_30Day_Aggregated,ML_30Day_Healthcare_Total,The intent activity during the month on Healthcare,INT,Healthcare Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Healthcare_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Healthcare_Total_PctChange,Changes during the last 30 days in intent activity on Healthcare,FLOAT,Healthcare Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_Healthcare_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_Healthcare_UniqueUsers,Number of users per month showing intent activity on Healthcare,BIGINT,Healthcare Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_Healthcare_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_Healthcare_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Healthcare,FLOAT,Healthcare Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthInsurance_Total,MadisonLogic_30Day_Aggregated,ML_30Day_HealthInsurance_Total,The intent activity during the month on Health Insurance,INT,Health Insurance Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthInsurance_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HealthInsurance_Total_PctChange,Changes during the last 30 days in intent activity on Health Insurance,FLOAT,Health Insurance Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthInsurance_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_HealthInsurance_UniqueUsers,Number of users per month showing intent activity on Health Insurance,BIGINT,Health Insurance Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthInsurance_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HealthInsurance_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Health Insurance,FLOAT,Health Insurance Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthTechnology_Total,MadisonLogic_30Day_Aggregated,ML_30Day_HealthTechnology_Total,The intent activity during the month on Health Technology,INT,Health Tech Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthTechnology_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HealthTechnology_Total_PctChange,Changes during the last 30 days in intent activity on Health Technology,FLOAT,Health Tech Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthTechnology_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_HealthTechnology_UniqueUsers,Number of users per month showing intent activity on Health Technology,BIGINT,Health Tech Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HealthTechnology_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HealthTechnology_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Health Technology,FLOAT,Health Tech Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,FeatureTermImpedanceTDRTest,Feature_Pivoted_Source,Term_Impedance_TDR_Test,"Number of occurrences of the terms Impedance Test, TDR Test, Cable Test, Connector Test, PCB Test on the organization's website",INT,"Impedance, TDR, Cable, Connector, PCB ",WEBSITE_KEYWORDS,Semiconductor/Component/PCB Parametric Testing,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermElectroChemistry,Feature_Pivoted_Source,Term_Electro_Chemistry,Number of occurrences of the term Electro-Chemistry on the organization's website,INT,Electro-Chemistry,WEBSITE_KEYWORDS,Materials Science/Quantum Physics,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermNanotechnology,Feature_Pivoted_Source,Term_Nanotechnology,"Number of occurrences of the terms Nanotechnology, MEMS on the organization's website",INT,"NanoTech, MEMS ",WEBSITE_KEYWORDS,Materials Science/Quantum Physics,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermBiotechnology,Feature_Pivoted_Source,Term_Biotechnology,Number of occurrences of the term Biotechnology on the organization's website,INT,BioTech ,WEBSITE_KEYWORDS,Materials Science/Quantum Physics,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermOrganicMaterial,Feature_Pivoted_Source,Term_Organic_Material,Number of occurrences of the term Organic Material on the organization's website,INT,Organic Material,WEBSITE_KEYWORDS,Materials Science/Quantum Physics,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermInorganicMaterial,Feature_Pivoted_Source,Term_Inorganic_Material,Number of occurrences of the term Inorganic Material on the organization's website,INT,Inorganic Material,WEBSITE_KEYWORDS,Materials Science/Quantum Physics,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermOpticalModulationAnalysis,Feature_Pivoted_Source,Term_Optical_Modulation_Analysis,Number of occurrences of the term Optical Modulation Analysis on the organization's website,INT,Optical Modulation Analysis,WEBSITE_KEYWORDS,Optical Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermCoherentOptical,Feature_Pivoted_Source,Term_Coherent_Optical,Number of occurrences of the term Coherent Optical on the organization's website,INT,Coherent Optical,WEBSITE_KEYWORDS,Optical Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,FeatureTermOpticalEthernet,Feature_Pivoted_Source,Term_Optical_Ethernet,"Number of occurrences of the terms Optical Ethernet, Datacomm on the organization's website",INT,"Optical Ethernet, Datacomm",WEBSITE_KEYWORDS,Optical Communications,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResources_Total,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResources_Total,The intent activity during the month on Human Resources,INT,HR Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResources_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResources_Total_PctChange,Changes during the last 30 days in intent activity on Human Resources,FLOAT,HR Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResources_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResources_UniqueUsers,Number of users per month showing intent activity on Human Resources,BIGINT,HR Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResources_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResources_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Human Resources,FLOAT,HR Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesPayrol_Total,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesPayrollPerformance_Total,The intent activity during the month on Payroll & Performance,INT,Payroll Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesPayrol_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesPayrollPerformance_Total_PctChange,Changes during the last 30 days in intent activity on Payroll & Performance,FLOAT,Payroll Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesPayrol_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesPayrollPerformance_UniqueUsers,Number of users per month showing intent activity on Payroll & Performance,BIGINT,Payroll Intent Users,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesPayrol_UniUsrPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesPayrollPerformance_UniqueUsers_PctChange,Changes during the last 30 days in users showing intent activity on Payroll & Performance,FLOAT,Payroll Intent Users Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesTechno_Total,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesTechnology_Total,The intent activity during the month on HR Technology,INT,HR Tech Intent,INTENT,Other,RATIO,,NUMERIC
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesTechno_TotalPctCh,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesTechnology_Total_PctChange,Changes during the last 30 days in intent activity on HR Technology,FLOAT,HR Tech Intent Change,INTENT,Other,RATIO,,PERCENTAGE
Y,N,N,N,N,N,Y,N,N,Bmbr30_HumanResourcesTechno_UniUsr,MadisonLogic_30Day_Aggregated,ML_30Day_HumanResourcesTechnology_UniqueUsers,Number of users per month showing intent activity on HR Technology,BIGINT,HR Tech Intent Users,INTENT,Other,RATIO,,NUMERIC
